score,split,max_inner,max_outer,rank,rho,tol
2.575070160488208e-06,1,100,20,12,0.5,0.0
2.9876503016483375e-06,1,100,20,12,1.0,0.0
0.0011946024439098177,1,100,20,12,3.0,0.0
0.012587015491267213,1,100,20,12,5.0,0.0
0.00183974434539586,1,100,30,8,0.5,0.0
0.0015219854556906033,1,100,30,8,1.0,0.0
0.0016183197523565213,1,100,30,8,3.0,0.0
0.0029092789902387737,1,100,30,8,5.0,0.0
0.0006544976865648428,1,100,30,9,0.5,0.0
0.0006685915581663645,1,100,30,9,1.0,0.0
0.0008344712209009544,1,100,30,9,3.0,0.0
0.0016022128946347014,1,100,30,9,5.0,0.0
2.4380914445814804e-06,1,100,30,10,0.5,0.0
8.361811862934607e-06,1,100,30,10,1.0,0.0
0.00012525936864525385,1,100,30,10,3.0,0.0
0.0013059590301746425,1,100,30,10,5.0,0.0
1.2220092036388904e-06,1,100,30,11,0.5,0.0
4.34180923139754e-06,1,100,30,11,1.0,0.0
6.773196714676428e-05,1,100,30,11,3.0,0.0
0.0014731988323319247,1,100,30,11,5.0,0.0
1.7060397283070727e-06,1,100,30,12,0.5,0.0
2.1504411478764327e-06,1,100,30,12,1.0,0.0
0.0001347750028560702,1,100,30,12,3.0,0.0
0.0016863113461748416,1,100,30,12,5.0,0.0
0.001946410087629696,2,50,10,8,0.5,0.0
0.0015818266049881543,2,50,10,8,1.0,0.0
0.02022733536961008,2,50,10,8,3.0,0.0
0.07821830269984088,2,50,10,8,5.0,0.0
0.0008612941005881431,2,50,10,9,0.5,0.0
0.00075139196426202,2,50,10,9,1.0,0.0
0.019829295796990148,2,50,10,9,3.0,0.0
0.07805162823979876,2,50,10,9,5.0,0.0
3.815112508602587e-05,2,50,10,10,0.5,0.0
8.203663521646997e-05,2,50,10,10,1.0,0.0
0.022338042232791948,2,50,10,10,3.0,0.0
0.08630360404053847,2,50,10,10,5.0,0.0
2.372716551480705e-05,2,50,10,11,0.5,0.0
6.78705274409316e-05,2,50,10,11,1.0,0.0
0.023817398819225375,2,50,10,11,3.0,0.0
0.08957947002412509,2,50,10,11,5.0,0.0
1.1063806226830785e-05,2,50,10,12,0.5,0.0
4.665493564313592e-05,2,50,10,12,1.0,0.0
0.027134732714407347,2,50,10,12,3.0,0.0
0.09452817809420917,2,50,10,12,5.0,0.0
0.0018274361316763191,2,50,20,8,0.5,0.0
0.001563035032593065,2,50,20,8,1.0,0.0
0.00202284136262573,2,50,20,8,3.0,0.0
